0,1,2,3
0.014285714,0.014285714,0.087272726,0.087272726
0.014285714,0.014285714,0.061711136,0.061711136
0.014285714,0.014285714,0.12342227,0.12342227
0.042857144,0.014285714,0.087272726,0.087272726
0.042857144,0.014285714,0.061711136,0.061711136
0.042857144,0.014285714,0.12342227,0.12342227
0.071428575,0.014285714,0.087272726,0.087272726
0.071428575,0.014285714,0.061711136,0.061711136
0.071428575,0.014285714,0.12342227,0.12342227
0.1,0.014285714,0.087272726,0.087272726
0.1,0.014285714,0.061711136,0.061711136
0.1,0.014285714,0.12342227,0.12342227
0.12857144,0.014285714,0.087272726,0.087272726
0.12857144,0.014285714,0.061711136,0.061711136
0.12857144,0.014285714,0.12342227,0.12342227
0.15714286,0.014285714,0.087272726,0.087272726
0.15714286,0.014285714,0.061711136,0.061711136
0.15714286,0.014285714,0.12342227,0.12342227
0.18571429,0.014285714,0.087272726,0.087272726
0.18571429,0.014285714,0.061711136,0.061711136
0.18571429,0.014285714,0.12342227,0.12342227
0.21428572,0.014285714,0.087272726,0.087272726
0.21428572,0.014285714,0.061711136,0.061711136
0.21428572,0.014285714,0.12342227,0.12342227
0.24285714,0.014285714,0.087272726,0.087272726
0.24285714,0.014285714,0.061711136,0.061711136
0.24285714,0.014285714,0.12342227,0.12342227
0.27142859,0.014285714,0.087272726,0.087272726
0.27142859,0.014285714,0.061711136,0.061711136
0.27142859,0.014285714,0.12342227,0.12342227
0.3,0.014285714,0.087272726,0.087272726
0.3,0.014285714,0.061711136,0.061711136
0.3,0.014285714,0.12342227,0.12342227
0.32857144,0.014285714,0.087272726,0.087272726
0.32857144,0.014285714,0.061711136,0.061711136
0.32857144,0.014285714,0.12342227,0.12342227
0.35714287,0.014285714,0.087272726,0.087272726
0.35714287,0.014285714,0.061711136,0.061711136
0.35714287,0.014285714,0.12342227,0.12342227
0.3857143,0.014285714,0.087272726,0.087272726
0.3857143,0.014285714,0.061711136,0.061711136
0.3857143,0.014285714,0.12342227,0.12342227
0.41428572,0.014285714,0.087272726,0.087272726
0.41428572,0.014285714,0.061711136,0.061711136
0.41428572,0.014285714,0.12342227,0.12342227
0.44285715,0.014285714,0.087272726,0.087272726
0.44285715,0.014285714,0.061711136,0.061711136
0.44285715,0.014285714,0.12342227,0.12342227
0.47142857,0.014285714,0.087272726,0.087272726
0.47142857,0.014285714,0.061711136,0.061711136
0.47142857,0.014285714,0.12342227,0.12342227
0.5,0.014285714,0.087272726,0.087272726
0.5,0.014285714,0.061711136,0.061711136
0.5,0.014285714,0.12342227,0.12342227
0.5285714,0.014285714,0.087272726,0.087272726
0.5285714,0.014285714,0.061711136,0.061711136
0.5285714,0.014285714,0.12342227,0.12342227
0.55714285,0.014285714,0.087272726,0.087272726
0.55714285,0.014285714,0.061711136,0.061711136
0.55714285,0.014285714,0.12342227,0.12342227
0.5857143,0.014285714,0.087272726,0.087272726
0.5857143,0.014285714,0.061711136,0.061711136
0.5857143,0.014285714,0.12342227,0.12342227
0.6142857,0.014285714,0.087272726,0.087272726
0.6142857,0.014285714,0.061711136,0.061711136
0.6142857,0.014285714,0.12342227,0.12342227
0.64285713,0.014285714,0.087272726,0.087272726
0.64285713,0.014285714,0.061711136,0.061711136
0.64285713,0.014285714,0.12342227,0.12342227
0.67142856,0.014285714,0.087272726,0.087272726
0.67142856,0.014285714,0.061711136,0.061711136
0.67142856,0.014285714,0.12342227,0.12342227
0.7,0.014285714,0.087272726,0.087272726
0.7,0.014285714,0.061711136,0.061711136
0.7,0.014285714,0.12342227,0.12342227
0.7285714,0.014285714,0.087272726,0.087272726
0.7285714,0.014285714,0.061711136,0.061711136
0.7285714,0.014285714,0.12342227,0.12342227
0.75714284,0.014285714,0.087272726,0.087272726
0.75714284,0.014285714,0.061711136,0.061711136
0.75714284,0.014285714,0.12342227,0.12342227
0.78571427,0.014285714,0.087272726,0.087272726
0.78571427,0.014285714,0.061711136,0.061711136
0.78571427,0.014285714,0.12342227,0.12342227
0.8142857,0.014285714,0.087272726,0.087272726
0.8142857,0.014285714,0.061711136,0.061711136
0.8142857,0.014285714,0.12342227,0.12342227
0.8428571,0.014285714,0.087272726,0.087272726
0.8428571,0.014285714,0.061711136,0.061711136
0.8428571,0.014285714,0.12342227,0.12342227
0.87142855,0.014285714,0.087272726,0.087272726
0.87142855,0.014285714,0.061711136,0.061711136
0.87142855,0.014285714,0.12342227,0.12342227
0.9,0.014285714,0.087272726,0.087272726
0.9,0.014285714,0.061711136,0.061711136
0.9,0.014285714,0.12342227,0.12342227
0.9285714,0.014285714,0.087272726,0.087272726
0.9285714,0.014285714,0.061711136,0.061711136
0.9285714,0.014285714,0.12342227,0.12342227
0.95714283,0.014285714,0.087272726,0.087272726
0.95714283,0.014285714,0.061711136,0.061711136
0.95714283,0.014285714,0.12342227,0.12342227
0.98571426,0.014285714,0.087272726,0.087272726
0.98571426,0.014285714,0.061711136,0.061711136
0.98571426,0.014285714,0.12342227,0.12342227
0.014285714,0.042857144,0.087272726,0.087272726
0.014285714,0.042857144,0.061711136,0.061711136
0.014285714,0.042857144,0.12342227,0.12342227
0.042857144,0.042857144,0.087272726,0.087272726
0.042857144,0.042857144,0.061711136,0.061711136
0.042857144,0.042857144,0.12342227,0.12342227
0.071428575,0.042857144,0.087272726,0.087272726
0.071428575,0.042857144,0.061711136,0.061711136
0.071428575,0.042857144,0.12342227,0.12342227
0.1,0.042857144,0.087272726,0.087272726
0.1,0.042857144,0.061711136,0.061711136
0.1,0.042857144,0.12342227,0.12342227
0.12857144,0.042857144,0.087272726,0.087272726
0.12857144,0.042857144,0.061711136,0.061711136
0.12857144,0.042857144,0.12342227,0.12342227
0.15714286,0.042857144,0.087272726,0.087272726
0.15714286,0.042857144,0.061711136,0.061711136
0.15714286,0.042857144,0.12342227,0.12342227
0.18571429,0.042857144,0.087272726,0.087272726
0.18571429,0.042857144,0.061711136,0.061711136
0.18571429,0.042857144,0.12342227,0.12342227
0.21428572,0.042857144,0.087272726,0.087272726
0.21428572,0.042857144,0.061711136,0.061711136
0.21428572,0.042857144,0.12342227,0.12342227
0.24285714,0.042857144,0.087272726,0.087272726
0.24285714,0.042857144,0.061711136,0.061711136
0.24285714,0.042857144,0.12342227,0.12342227
0.27142859,0.042857144,0.087272726,0.087272726
0.27142859,0.042857144,0.061711136,0.061711136
0.27142859,0.042857144,0.12342227,0.12342227
0.3,0.042857144,0.087272726,0.087272726
0.3,0.042857144,0.061711136,0.061711136
0.3,0.042857144,0.12342227,0.12342227
0.32857144,0.042857144,0.087272726,0.087272726
0.32857144,0.042857144,0.061711136,0.061711136
0.32857144,0.042857144,0.12342227,0.12342227
0.35714287,0.042857144,0.087272726,0.087272726
0.35714287,0.042857144,0.061711136,0.061711136
0.35714287,0.042857144,0.12342227,0.12342227
0.3857143,0.042857144,0.087272726,0.087272726
0.3857143,0.042857144,0.061711136,0.061711136
