0,1,2,3
0.027777778,0.027777778,0.17454545,0.17454545
0.027777778,0.027777778,0.12342227,0.12342227
0.027777778,0.027777778,0.24684455,0.24684455
0.083333336,0.027777778,0.17454545,0.17454545
0.083333336,0.027777778,0.12342227,0.12342227
0.083333336,0.027777778,0.24684455,0.24684455
0.1388889,0.027777778,0.17454545,0.17454545
0.1388889,0.027777778,0.12342227,0.12342227
0.1388889,0.027777778,0.24684455,0.24684455
0.19444445,0.027777778,0.17454545,0.17454545
0.19444445,0.027777778,0.12342227,0.12342227
0.19444445,0.027777778,0.24684455,0.24684455
0.25,0.027777778,0.17454545,0.17454545
0.25,0.027777778,0.12342227,0.12342227
0.25,0.027777778,0.24684455,0.24684455
0.30555555,0.027777778,0.17454545,0.17454545
0.30555555,0.027777778,0.12342227,0.12342227
0.30555555,0.027777778,0.24684455,0.24684455
0.3611111,0.027777778,0.17454545,0.17454545
0.3611111,0.027777778,0.12342227,0.12342227
0.3611111,0.027777778,0.24684455,0.24684455
0.41666666,0.027777778,0.17454545,0.17454545
0.41666666,0.027777778,0.12342227,0.12342227
0.41666666,0.027777778,0.24684455,0.24684455
0.4722222,0.027777778,0.17454545,0.17454545
0.4722222,0.027777778,0.12342227,0.12342227
0.4722222,0.027777778,0.24684455,0.24684455
0.5277778,0.027777778,0.17454545,0.17454545
0.5277778,0.027777778,0.12342227,0.12342227
0.5277778,0.027777778,0.24684455,0.24684455
0.5833333,0.027777778,0.17454545,0.17454545
0.5833333,0.027777778,0.12342227,0.12342227
0.5833333,0.027777778,0.24684455,0.24684455
0.6388889,0.027777778,0.17454545,0.17454545
0.6388889,0.027777778,0.12342227,0.12342227
0.6388889,0.027777778,0.24684455,0.24684455
0.6944444,0.027777778,0.17454545,0.17454545
0.6944444,0.027777778,0.12342227,0.12342227
0.6944444,0.027777778,0.24684455,0.24684455
0.75,0.027777778,0.17454545,0.17454545
0.75,0.027777778,0.12342227,0.12342227
0.75,0.027777778,0.24684455,0.24684455
0.8055556,0.027777778,0.17454545,0.17454545
0.8055556,0.027777778,0.12342227,0.12342227
0.8055556,0.027777778,0.24684455,0.24684455
0.8611111,0.027777778,0.17454545,0.17454545
0.8611111,0.027777778,0.12342227,0.12342227
0.8611111,0.027777778,0.24684455,0.24684455
0.9166667,0.027777778,0.17454545,0.17454545
0.9166667,0.027777778,0.12342227,0.12342227
0.9166667,0.027777778,0.24684455,0.24684455
0.9722222,0.027777778,0.17454545,0.17454545
0.9722222,0.027777778,0.12342227,0.12342227
0.9722222,0.027777778,0.24684455,0.24684455
0.027777778,0.083333336,0.17454545,0.17454545
0.027777778,0.083333336,0.12342227,0.12342227
0.027777778,0.083333336,0.24684455,0.24684455
0.083333336,0.083333336,0.17454545,0.17454545
0.083333336,0.083333336,0.12342227,0.12342227
0.083333336,0.083333336,0.24684455,0.24684455
0.1388889,0.083333336,0.17454545,0.17454545
0.1388889,0.083333336,0.12342227,0.12342227
0.1388889,0.083333336,0.24684455,0.24684455
0.19444445,0.083333336,0.17454545,0.17454545
0.19444445,0.083333336,0.12342227,0.12342227
0.19444445,0.083333336,0.24684455,0.24684455
0.25,0.083333336,0.17454545,0.17454545
0.25,0.083333336,0.12342227,0.12342227
0.25,0.083333336,0.24684455,0.24684455
0.30555555,0.083333336,0.17454545,0.17454545
0.30555555,0.083333336,0.12342227,0.12342227
0.30555555,0.083333336,0.24684455,0.24684455
0.3611111,0.083333336,0.17454545,0.17454545
0.3611111,0.083333336,0.12342227,0.12342227
0.3611111,0.083333336,0.24684455,0.24684455
0.41666666,0.083333336,0.17454545,0.17454545
0.41666666,0.083333336,0.12342227,0.12342227
0.41666666,0.083333336,0.24684455,0.24684455
0.4722222,0.083333336,0.17454545,0.17454545
0.4722222,0.083333336,0.12342227,0.12342227
0.4722222,0.083333336,0.24684455,0.24684455
0.5277778,0.083333336,0.17454545,0.17454545
0.5277778,0.083333336,0.12342227,0.12342227
0.5277778,0.083333336,0.24684455,0.24684455
0.5833333,0.083333336,0.17454545,0.17454545
0.5833333,0.083333336,0.12342227,0.12342227
0.5833333,0.083333336,0.24684455,0.24684455
0.6388889,0.083333336,0.17454545,0.17454545
0.6388889,0.083333336,0.12342227,0.12342227
0.6388889,0.083333336,0.24684455,0.24684455
0.6944444,0.083333336,0.17454545,0.17454545
0.6944444,0.083333336,0.12342227,0.12342227
0.6944444,0.083333336,0.24684455,0.24684455
0.75,0.083333336,0.17454545,0.17454545
0.75,0.083333336,0.12342227,0.12342227
0.75,0.083333336,0.24684455,0.24684455
0.8055556,0.083333336,0.17454545,0.17454545
0.8055556,0.083333336,0.12342227,0.12342227
0.8055556,0.083333336,0.24684455,0.24684455
0.8611111,0.083333336,0.17454545,0.17454545
0.8611111,0.083333336,0.12342227,0.12342227
0.8611111,0.083333336,0.24684455,0.24684455
0.9166667,0.083333336,0.17454545,0.17454545
0.9166667,0.083333336,0.12342227,0.12342227
0.9166667,0.083333336,0.24684455,0.24684455
0.9722222,0.083333336,0.17454545,0.17454545
0.9722222,0.083333336,0.12342227,0.12342227
0.9722222,0.083333336,0.24684455,0.24684455
0.027777778,0.1388889,0.17454545,0.17454545
0.027777778,0.1388889,0.12342227,0.12342227
0.027777778,0.1388889,0.24684455,0.24684455
0.083333336,0.1388889,0.17454545,0.17454545
0.083333336,0.1388889,0.12342227,0.12342227
0.083333336,0.1388889,0.24684455,0.24684455
0.1388889,0.1388889,0.17454545,0.17454545
0.1388889,0.1388889,0.12342227,0.12342227
0.1388889,0.1388889,0.24684455,0.24684455
0.19444445,0.1388889,0.17454545,0.17454545
0.19444445,0.1388889,0.12342227,0.12342227
0.19444445,0.1388889,0.24684455,0.24684455
0.25,0.1388889,0.17454545,0.17454545
0.25,0.1388889,0.12342227,0.12342227
0.25,0.1388889,0.24684455,0.24684455
0.30555555,0.1388889,0.17454545,0.17454545
0.30555555,0.1388889,0.12342227,0.12342227
0.30555555,0.1388889,0.24684455,0.24684455
0.3611111,0.1388889,0.17454545,0.17454545
0.3611111,0.1388889,0.12342227,0.12342227
